Address,Census Code,Geo ID,Tract
2813 NW 21 TERR,1.2001E+14,12001001100,1100
120 W UNIVERSITY AVE,1.2001E+14,12001002217,2217
944 SE 4TH STREET,1.2001E+14,12001000700,700
2138 NW 29TH PL,1.2001E+14,12001001100,1100
100 N MAIN ST,1.2001E+14,12001000500,500
601-673 NE 2ND ST,1.2001E+14,12001000500,500
2444 NE 13TH AVE,1.2001E+14,12001000600,600
1061 NORTHWEST 50 TERRACE,1.2001E+14,12001001702,1702
7 NW 36TH ST,1.2001E+14,12001001603,1603
2160 NW 28TH AVE,1.2001E+14,12001001100,1100
1855 NW 41ST AVE,1.2001E+14,12001001702,1702
501 NW 29 ABE,1.2001E+14,12001000302,302
1633 NW 14TH AVE,1.2001E+14,12001001000,1000
1158-1300 SW 6TH ST,1.2001E+14,12001000806,806
NORTHEAST 21ST STREET,NA,NA,NA
1221 SW 21 AVENUE,1.2001E+14,12001000808,808
NW 55ST STREET,NA,NA,NA
4418 NW 27TH TER,1.2001E+14,12001001202,1202
919 NORTHWEST 10TH AVENUE,1.2001E+14,12001000301,301
722 NW 57TH ST,1.2001E+14,12001001604,1604
NW 17 TH ST AND NW 2ND AVE,1.2001E+14,12001001000,1000
320  NW  24  TH ST,1.2001E+14,12001001000,1000
800 NE 7TH STREET,1.2001E+14,12001000500,500
2238 NW 21 AVE,1.2001E+14,12001001100,1100
2628 SOUTHWEST 31 TERRACE,1.2001E+14,12001001515,1515
3533 SW 35TH PL,1.2001E+14,12001001520,1520
3415 SW 39TH BLVD,1.2001E+14,12001001519,1519
4025 NW 35TH STREET,1.2001E+14,12001001201,1201
331 SE 20TH PL,1.2001E+14,12001000600,600
3490 NW 37TH ST,1.2001E+14,12001001100,1100
3510 NW 17TH ST,1.2001E+14,12001001203,1203
SW 62ND BLVD,NA,NA,NA
16503 NW US HWY 441,NA,NA,NA
2510 NE 9TH STREET,1.2001E+14,12001000400,400
759-799 NW 22ND ST,1.2001E+14,12001001000,1000
1058-1198 NORTHWEST 5TH AVENUE,1.2001E+14,12001000200,200
1040 NE 12TH AVE,1.2001E+14,12001000500,500
725 NE 9TH AVE,1.2001E+14,12001000500,500
2316 52ND PL,1.2001E+14,12001001202,1202
401-499 NE 2ND ST,1.2001E+14,12001000500,500
3622 NW 31ST TERRACE,1.2001E+14,12001001202,1202
101 NW 7 TERRACE,1.2001E+14,12001000200,200
1943 NE 15TH ST,1.2001E+14,12001000400,400
1257 SOUTHWEST 9TH ROAD,1.2001E+14,12001000200,200
SW 4TH AVE AND 2ND ST,NA,NA,NA
4025 NW 35 STREET,1.2001E+14,12001001201,1201
NW 8TH AVE,NA,NA,NA
7011 W NEWBERRY RD,1.2001E+14,12001001604,1604
2202 NORTHWEST 2ND AVENUE,1.2001E+14,12001001000,1000
913 SE 9TH PL,1.2001E+14,12001000700,700
713 NW 11TH AVE,1.2001E+14,12001000301,301
N MAIN AT NE 16TH AVE,1.2001E+14,12001000301,301
2105 NW 3RD PL,1.2001E+14,12001001000,1000
4399 SW 20TH LN,1.2001E+14,12001001521,1521
2216-2430 NORTHWEST 38TH DRIVE,1.2001E+14,12001001100,1100
110 NORTHEAST 10TH AVENUE,1.2001E+14,12001000301,301
3830 NW 10TH PL GAINESVILLE FL,1.2001E+14,12001001702,1702
714 NE 24 STREET,NA,NA,NA
SW 35TH BLVD,NA,NA,NA
4311 NORTHWEST 19TH AVENUE,1.2001E+14,12001001702,1702
1614 NW 13TH ST,1.2001E+14,12001002204,2204
325 NW 14TH ST,1.2001E+14,12001001000,1000
1119 NW 4TH AVE,1.2001E+14,12001000200,200
2826 NW 68TH AVE,1.2001E+14,12001001803,1803
3304 NORTHWEST 19TH STREET,1.2001E+14,12001001203,1203
503 NW 3RD AVE,1.2001E+14,12001000200,200
GAINESVILLE CHAMBER OF COMMERCE,NA,NA,NA
403 SW 10TH ST,1.2001E+14,12001000200,200
1007 N MAIN ST,1.2001E+14,12001000301,301
424 NE 4 ST,1.2001E+14,12001000500,500
2340 W UNIVERSITY AVE,1.2001E+14,12001001000,1000
8620 NW 13TH ST #55,1.2001E+14,12001001803,1803
2205 NW 5TH PL,1.2001E+14,12001001000,1000
120 SW 25TH ST,1.2001E+14,12001001000,1000
2589 SE 9TH PL,1.2001E+14,12001000700,700
4334 SW 20TH LN,NA,NA,NA
735–821 NW 3RD ST,1.2001E+14,12001000200,200
727 SW 2ND TERRENCE,1.2001E+14,12001000200,200
2892 NW 4 LN,1.2001E+14,12001001000,1000
5320 NW 2ND AVE,1.2001E+14,12001001604,1604
2001 NW 23RD ST,1.2001E+14,12001001100,1100
400 NW 10TH AVE,1.2001E+14,12001000301,301
906 NE 18TH TER,1.2001E+14,12001000600,600
1526 NW 7TH AVE,1.2001E+14,12001001000,1000
713 NW 11TH AVE,1.2001E+14,12001000301,301
1606-1616 NORTHWEST 12TH STREET,1.2001E+14,12001000301,301
"3200 SW 42ND WAY
GAINESVILLE FL 32608
UNITED STATES",1.2001E+14,12001001517,1517
2031 NW 14TH AVE,1.2001E+14,12001001000,1000
4233 NW 31 TERRACE,1.2001E+14,12001001202,1202
4560 CLEAR LAKE DR,1.2001E+14,12001001604,1604
1768–1798 SW 23RD DR,1.2001E+14,12001001514,1514
1126 NW 16TH AVE,1.2001E+14,12001000301,301
4323 NW 27TH TER,1.2001E+14,12001001202,1202
2414 NE 14TH ST,1.2001E+14,12001000400,400
1822 NW 6TH AVE,1.2001E+14,12001001000,1000
511 NW 15TH ST,1.2001E+14,12001001000,1000
510 NE WALDO RD,1.2001E+14,12001000500,500
2301–2633 NW 83RD ST,NA,NA,NA
SW 37 BLVD,NA,NA,NA
2010 NW 34TH AVE,1.2001E+14,12001001203,1203
NW 22ND ST & NW 42ND PL,NA,NA,NA
600-604 SW 4TH AVE,1.2001E+14,12001000200,200
4436 NW 27TH TER,1.2001E+14,12001001202,1202
1000 NW 38TH ST,1.2001E+14,12001001702,1702
1638 NW 24TH ST,1.2001E+14,12001001100,1100
709 NW 22ND ST,1.2001E+14,12001001000,1000
1719 NORTHWEST 23 AVENUE,1.2001E+14,12001001100,1100
4033 NW 30TH TERR,1.2001E+14,12001001100,1100
205 NE 3RD ST,1.2001E+14,12001000500,500
235 SW 2ND AVE,1.2001E+14,12001000200,200
600-698 NORTHWEST 18TH TERRACE,1.2001E+14,12001001000,1000
2301-2699 NW HIGH SCHOOL RD,1.2001E+14,12001001701,1701
627-699 SE 2ND PL,1.2001E+14,12001000500,500
3525 SOUTHWEST ARCHER ROAD,1.2001E+14,12001002220,2220
WALDO ROAD GREENWAY-DEPOT AVENUE RAIL-TRAIL,NA,NA,NA
3926 NORTHWEST 34 PLACE,1.2001E+14,12001001100,1100
1281 NEWELL DR,NA,NA,NA
2101 NORTHWEST 16TH AVENUE,1.2001E+14,12001001000,1000
3511 NW 42 TERRACE,1.2001E+14,12001001100,1100
4343 SW 21ST LN,1.2001E+14,12001001521,1521
1715 NORTHWEST 35TH WAY,1.2001E+14,12001001100,1100
1117 NE 24TH ST,1.2001E+14,12001000600,600
1619 NORTHWEST 12TH STREET,1.2001E+14,12001000301,301
2212-2216 NW 13TH ST,1.2001E+14,12001002204,2204
2748-2798 NORTHWEST 53RD AVENUE,1.2001E+14,12001001202,1202
2259 NORTHWEST 2ND AVENUE,1.2001E+14,12001001000,1000
1298 SW 9TH RD,1.2001E+14,12001000200,200
516 NE 2ND AVE,1.2001E+14,12001000500,500
690 SOUTHWEST 62ND BOULEVARD,1.2001E+14,12001001604,1604
2040-2050 NORTHWEST 11TH ROAD,1.2001E+14,12001001000,1000
1844-1852 NORTHWEST 10TH AVENUE,1.2001E+14,12001001000,1000
1435 NE 4TH AVE,1.2001E+14,12001000600,600
2062 NORTHWEST 11TH RD,1.2001E+14,12001001000,1000
542 NW 37 PL,1.2001E+14,12001000302,302
826 NORTHWEST 18TH AVENUE,1.2001E+14,12001000301,301
626-698 SE 2ND PL,1.2001E+14,12001000500,500
801 S MAIN ST,1.2001E+14,12001000500,500
2337 SW ARCHER RD,1.2001E+14,12001001514,1514
228 NW 15TH AVE,1.2001E+14,12001000301,301
731 NW 3 ST,1.2001E+14,12001000200,200
1517 NW 19TH ST,1.2001E+14,12001001000,1000
2 NORTHEAST 9TH STREET,1.2001E+14,12001000500,500
3545 SW 47 AVENUE,NA,NA,NA
1403 & 1404 NORTHWEST 10TH AVENUE,1.2001E+14,12001001000,1000
SW 10TH ST & SW 5TH AVE,NA,NA,NA
1905 NE 8 AVE,1.2001E+14,12001000600,600
3300 SW 23RD TERRACE,1.2001E+14,12001001514,1514
8223 NW 53 STREET,NA,NA,NA
DEPOT AVENUE RAILS-TO-TRAILS BIKE PATH,NA,NA,NA
SW 10TH TER & SR-226,NA,NA,NA
360 NE WALDO RD,1.2001E+14,12001000500,500
43RD AVE,NA,NA,NA
3330 NW 31 AV,1.2001E+14,12001001100,1100
1215 NW 5TH AVE,1.2001E+14,12001000200,200
SE DEPOT AVE,NA,NA,NA
3200-3270 NW 143RD ST,NA,NA,NA
1340 E UNIVERSITY AVE,1.2001E+14,12001000600,600
2200 NORTHWEST 11TH AVENUE,1.2001E+14,12001001000,1000
202 SE 2ND AVE,1.2001E+14,12001000500,500
2222 NW 20TH CT,1.2001E+14,12001001100,1100
CHABAD JEWISH TRAIL,NA,NA,NA
4400 SW 35TH TER,1.2001E+14,12001001519,1519
99 SOUTHWEST 1ST AVENUE,1.2001E+14,12001000500,500
200 EAST UNIVERSITY AVE,1.2001E+14,12001000500,500
1939 NW 5TH AVE,1.2001E+14,12001001000,1000
1503 NW 21ST AVE,1.2001E+14,12001001100,1100
"3535–3625 HULL RD
GAINESVILLE FL 32607
UNITED STATES",NA,NA,NA
505 NW 4TH ST,1.2001E+14,12001000200,200
805 NE 4TH TERRACE,1.2001E+14,12001000500,500
755 N MAIN ST,1.2001E+14,12001000500,500
20 SW 38TH STREET,1.2001E+14,12001001604,1604
200-214 SW 2ND TERRACE,1.2001E+14,12001000200,200
SW 21ST PL,NA,NA,NA
417 NW 39 RD,1.2001E+14,12001001603,1603
2300-2398 NE 23RD ST,1.2001E+14,12001001514,1514
5240 NORTHWEST 34TH BOULEVARD,1.2001E+14,12001001701,1701
617 NW 19TH ST,1.2001E+14,12001001000,1000
516 SE 13TH STREET,1.2001E+14,12001000700,700
121 SW 32ND ST,1.2001E+14,12001001000,1000
815 SE 4TH AVE,1.2001E+14,12001000500,500
903 NW 30TH AVE,1.2001E+14,12001000302,302
1639 NW 11TH RD,1.2001E+14,12001001000,1000
107 SOUTHWEST 7 STREET,1.2001E+14,12001000200,200
3809 NW 26TH TERRACE,1.2001E+14,12001001202,1202
2323 SE 8TH PLACE,1.2001E+14,12001000700,700
1126 NE 10TH PL,1.2001E+14,12001000500,500
WALDO RD GREENWAY-DEPOT AVENUE RAIL-TRAIL,NA,NA,NA
"313 NE 4TH AVE
GAINESVILLE FL 32601
UNITED STATES",1.2001E+14,12001000500,500
3522 NW 23 PLACE,1.2001E+14,12001001100,1100
100 SW 2ND AVE,1.2001E+14,12001000500,500
402 NW 13TH ST,1.2001E+14,12001001801,1801
505-599 NW 17TH ST,1.2001E+14,12001001000,1000
4280 NORTHWEST 16TH BOULEVARD,1.2001E+14,12001001100,1100
317 SW 23RD TERRACE,1.2001E+14,12001001000,1000
1640 NE 18TH PLACE GAINESVILLE FL 32609,1.2001E+14,12001000400,400
414 NW 14TH ST,1.2001E+14,12001001000,1000
CLARK BUTLER BOULEVARD,NA,NA,NA
4896-4898 NORTHWEST 48 PLACE,1.2001E+14,12001001811,1811
5995 SOUTHWEST 75TH STREET,1.2001E+14,12001002219,2219
1000 NW 6TH AVE,1.2001E+14,12001000200,200
98 SW 1 ST,1.2001E+14,12001000500,500
1810 NE 17TH WAY,1.2001E+14,12001000400,400
864-904 NORTHWEST 34TH STREET,1.2001E+14,12001001702,1702
"2627 SW 38TH PL
GAINESVILLE FL 32608
UNITED STATES",1.2001E+14,12001001516,1516
1304-1598 NE 2ND ST,1.2001E+14,12001000301,301
SW 6TH ST,NA,NA,NA
3904 SOUTHWEST 37 STREET,1.2001E+14,12001001519,1519
1100 NW 33RD AVE,1.2001E+14,12001000302,302
1521 NW 7TH AVE,1.2001E+14,12001001000,1000
3125-3299 NW 34TH ST,1.2001E+14,12001001100,1100
1515 NW 16TH  AVE,1.2001E+14,12001001000,1000
2315 52ND PL,1.2001E+14,12001001202,1202
1011 NE 28TH AVE,1.2001E+14,12001000400,400
1106 NW 31ST AVE,1.2001E+14,12001000302,302
NE 9TH STREET,NA,NA,NA
228 SE DEPOT AVE,1.2001E+14,12001000500,500
NE 4TH AVE AND NE 6TH ST,NA,NA,NA
17805 NE US HWY 301,NA,NA,NA
704 NW 31ST PL,1.2001E+14,12001000302,302
1014 NW 4TH ST,1.2001E+14,12001000301,301
NE 11TH ST/E UNIVERSITY AVE,NA,NA,NA
1545 W UNIVERSITY AVE,1.2001E+14,12001000902,902
4046-4340 FL-26,1.2001E+14,12001001400,1400
1655-1709 NW 10TH AVE,1.2001E+14,12001001000,1000
NW 55TH AVE,NA,NA,NA
4232–4298 NW 8TH AVE,1.2001E+14,12001001702,1702
3400-3412 NORTHWEST 26TH TERRACE,1.2001E+14,12001001202,1202
2718 W UNIVERSITY AVE,1.2001E+14,12001001000,1000
4800 NW 19TH ST,1.2001E+14,12001001202,1202
8401 NW 13TH ST,1.2001E+14,12001001802,1802
NE 11TH AVE AND NE 9TH ST,NA,NA,NA
827 NW 3RD AVE,1.2001E+14,12001000200,200
1604 NW 6TH AVENUE,1.2001E+14,12001001000,1000
732 NE 3RD AVE,1.2001E+14,12001000500,500
2825 NW 104 COURT,1.2001E+14,12001002204,2204
1001-1099 NW 17TH ST,1.2001E+14,12001001000,1000
1300-1900 NW 7TH AVENUE,1.2001E+14,12001001000,1000
4 W UNIVERSITY AVE,1.2001E+14,12001000500,500
700-798 NE 5TH PL,1.2001E+14,12001000500,500
6889 NORTHWEST 69TH TERRACE,1.2001E+14,12001001811,1811
4015 SW 26TH DR,1.2001E+14,12001001516,1516
1704 NW 7TH AVENUE,1.2001E+14,12001001000,1000
1515 N MAIN ST,1.2001E+14,12001000301,301
4322 NW 20TH TERR,1.2001E+14,12001001203,1203
541 NORTHEAST 11TH STREET,1.2001E+14,12001000500,500
500-598 NW 36TH AVE,1.2001E+14,12001000302,302
1005 NE 3RD AVE,1.2001E+14,12001000500,500
NW 19TH ST & NW 7TH AVE,NA,NA,NA
2529 SE 11TH AVE,1.2001E+14,12001000700,700
2049 NW 7TH LANE,1.2001E+14,12001001000,1000
5335 NW 81ST AVE,1.2001E+14,12001001908,1908
20 S MAIN ST,1.2001E+14,12001000500,500
1200 NE 5 TERRACE,1.2001E+14,12001000500,500
601-605 NE BLVD,1.2001E+14,12001000500,500
8620 NW 13 ST GAINESVILLE FL,1.2001E+14,12001001803,1803
4402 NW 20TH DR,1.2001E+14,12001001203,1203
200 SE DEPOT AVE,1.2001E+14,12001000500,500
404 NW 14TH AVE,1.2001E+14,12001000301,301
421 SOUTHEAST 1ST AVENUE,1.2001E+14,12001000500,500
GAINESVILLE,NA,NA,NA
2014-2098 NORTHWEST 43RD PLACE,1.2001E+14,12001001203,1203
UNIVERSITY AVENUE AND MAIN STREET,1.2001E+14,12001000500,500
614-698 NE 5TH AVE,1.2001E+14,12001000500,500
2912 W UNIVERSITY AVE,1.2001E+14,12001001000,1000
198 SW 3RD ST,1.2001E+14,12001000500,500
SE 15TH ST,NA,NA,NA
4333 NW 27TH TERRACE,1.2001E+14,12001001202,1202
4140 NW 35TH ST,1.2001E+14,12001001201,1201
1246-1298 NE 5TH AVE,1.2001E+14,12001000500,500
401 NW 19TH ST,1.2001E+14,12001001000,1000
NW 34TH ST,NA,NA,NA
740 NE 10TH AVE,1.2001E+14,12001000500,500
619 S MAIN ST,1.2001E+14,12001000500,500
9-99 NE 11TH ST,NA,NA,NA
1410 NW 30 ST,1.2001E+14,12001001000,1000
3715-3799 NW 31ST TERRACE,1.2001E+14,12001001202,1202
2208 NORTHWEST 29TH PLACE,1.2001E+14,12001001100,1100
804 SOUTHWEST 2ND AVENUE,1.2001E+14,12001000200,200
1990 NORTHWEST 7TH PLACE,1.2001E+14,12001001000,1000
250 WEST UNIVERSITY AVENUE,1.2001E+14,12001000500,500
3806 SW 6TH PL,1.2001E+14,12001001604,1604
401 E UNIVERSITY AVE,1.2001E+14,12001000500,500
1609-1699 NW 10TH ST,1.2001E+14,12001000301,301
410 SE 14TH PLACE,1.2001E+14,12001000700,700
4420 NW 15TH PLACE,1.2001E+14,12001001702,1702
504-516 NORTHWEST 37 PLACE,1.2001E+14,12001000302,302
2600 SW WILLISTON RD,1.2001E+14,12001001517,1517
1705 NW 12TH RD,1.2001E+14,12001001000,1000
1015 NW 3RD AVE,1.2001E+14,12001000200,200
1112 NW 22ND ST,1.2001E+14,12001001000,1000
301-399 NW 22ND ST,NA,NA,NA
623 NW 2ND ST,1.2001E+14,12001000500,500
203 NE 11TH ST,1.2001E+14,12001000500,500
1209 W UNIVERSITY AVE,1.2001E+14,12001000200,200
300–798 SW 1ST AVE,1.2001E+14,12001002102,2102
4701-4805 SOUTHWEST 20TH AVENUE,NA,NA,NA
13TH STREET,NA,NA,NA
1230 NORTHWEST 4TH STREET,1.2001E+14,12001000301,301
1536 NW 7TH AVE,1.2001E+14,12001001000,1000
NW 25TH DRIVE/NW 45TH AVE,NA,NA,NA
636-698 SE 7TH AVE,1.2001E+14,12001000200,200
5013 NW 18TH PL,1.2001E+14,12001001702,1702
4101 NORTHWEST 21ST STREET,1.2001E+14,12001001203,1203
600 NW 36TH ST,1.2001E+14,12001001603,1603
NE WALDO RD,NA,NA,NA
3960 SOUTHWEST 1 AVENUE,1.2001E+14,12001001604,1604
306 NE 6TH AVE,1.2001E+14,12001000500,500
1615 NORTHWEST 2ND STREET,1.2001E+14,12001000301,301
1808 NW 10TH AVE,1.2001E+14,12001001000,1000
3900-3948 NW 29TH TER,1.2001E+14,12001001202,1202
529-599 NE 2ND AVE,1.2001E+14,12001000500,500
126 NW 7 TERRACE,1.2001E+14,12001000200,200
306 NW 16TH STREET,1.2001E+14,12001001000,1000
3413 NW 26TH TERRACE,1.2001E+14,12001001202,1202
1103 SW 2ND AVE,1.2001E+14,12001000200,200
NE 31ST AVE,NA,NA,NA
3005 W UNIVERSITY AVE,1.2001E+14,12001001000,1000
1228 NW 3 AVE,1.2001E+14,12001000200,200
1919 NE 17TH WAY,1.2001E+14,12001000400,400
8620 NW 13TH ST  UNIT 292,1.2001E+14,12001001803,1803
2727-2779 SW 35TH PL,1.2001E+14,12001001517,1517
8620 NW 13TH ST UNIT 59,1.2001E+14,12001001803,1803
515 SOUTHEAST 4TH AVENUE,1.2001E+14,12001000500,500
145–299 NW 6TH ST,1.2001E+14,12001000500,500
36 NORTHWEST 27TH TERRACE,1.2001E+14,12001001000,1000
1116 NW 32ND AVE,1.2001E+14,12001000302,302
22 NORTHWEST 13TH STREET,1.2001E+14,12001000700,700
3415 SOUTHWEST 39 BOULEVARD,1.2001E+14,12001001519,1519
1700-1736 NE 10TH AVE,1.2001E+14,12001000600,600
2204 NW 2ND AVE,1.2001E+14,12001001000,1000
2010-2020 NORTHWEST 13TH STREET,1.2001E+14,12001002204,2204
4700 SW ARCHER RD,1.2001E+14,12001002219,2219
4020 NORTHWEST 60TH AVENUE,1.2001E+14,12001001803,1803
328 SW 4TH AVENUE,1.2001E+14,12001000200,200
1427 GALE LEMERAND DRIVE,NA,NA,NA
2606 FL-20,1.2001E+14,12001000302,302
2284 NW 19TH LN,1.2001E+14,12001001100,1100
1512 NE 6TH AVE,1.2001E+14,12001000600,600
NE 53RD AVE & N MAIN ST,NA,NA,NA
718-730 NE 3RD ST,1.2001E+14,12001000500,500
1–99 NE 1ST AVE,NA,NA,NA
4001-4199 NW 48TH PL,1.2001E+14,12001001201,1201
1601-1699 NW 9TH ST,1.2001E+14,12001000301,301
8620 NW 13TH ST,1.2001E+14,12001001803,1803
5201 NW 34TH BLVD,1.2001E+14,12001001201,1201
1620 SOUTHEAST 4TH AVENUE,1.2001E+14,12001000700,700
800-898 NE 12TH AVE,1.2001E+14,12001000500,500
1007 NORTHEAST 1ST STREET,1.2001E+14,12001000301,301
2200 NW 47TH ST,1.2001E+14,12001001702,1702
WALDO RD GREENWAY-DEPOT AVENUE RAIL-TRAIL,NA,NA,NA
1501 NW 55TH PL,1.2001E+14,12001001702,1702
407 SW 13TH STREET,1.2001E+14,12001000200,200
4174 SW 17TH PL,1.2001E+14,12001001520,1520
4343 WEST NEWBERRY ROAD,1.2001E+14,12001001604,1604
1900 NORTHWEST 40TH TERRACE,1.2001E+14,12001001702,1702
228 NW 15TH AVENUE,1.2001E+14,12001000301,301
1939-2001 NW 2ND ST,1.2001E+14,12001000301,301
4027 NW 18TH PL,1.2001E+14,12001001702,1702
401 SE 6TH TERRACE,1.2001E+14,12001000500,500
1050 SE 23RD AVE,1.2001E+14,12001000302,302
3405 SOUTHWEST 40 BOULEVARD,NA,NA,NA
2918 NE 10TH ST,1.2001E+14,12001000400,400
1100 SW 6TH ST,1.2001E+14,12001000806,806
400-406 NE 5TH AVE,1.2001E+14,12001000500,500
1760 NW 14TH AVE,1.2001E+14,12001001000,1000
2205 NW 7TH LN,1.2001E+14,12001001000,1000
601-799 SE 3RD ST,1.2001E+14,12001000500,500
125 NE 8TH ST,1.2001E+14,12001000500,500
1712 NW 6TH AVENUE,1.2001E+14,12001001000,1000
3711 NORTHWEST 38 DRIVE/STREET {THE VALLEY SUB},1.2001E+14,12001001100,1100
1605 NW 3RD PL,1.2001E+14,12001001000,1000
535 NE 8TH AVENUE,1.2001E+14,12001000500,500
19 SOUTHWEST 2ND STREET,1.2001E+14,12001000500,500
2105 NW 3RD PL,1.2001E+14,12001001000,1000
2400-2498 NORTHWEST 8TH STREET,1.2001E+14,12001000302,302
806 NE 7THAVE,1.2001E+14,12001000500,500
536-540 NE 9TH ST,1.2001E+14,12001000500,500
1738 W UNIVERSITY AVE,1.2001E+14,12001001000,1000
1105 NE ST,NA,NA,NA
1625 NW 19TH CIR,1.2001E+14,12001001100,1100
4062 PLAZA BLVD,NA,NA,NA
1200 6TH ST,1.2001E+14,12001000500,500
330 SW 27TH ST,1.2001E+14,12001001000,1000
2500 SW 14TH PL,1.2001E+14,12001000809,809
3443 SW ARCHER RD,NA,NA,NA
4388 NW 53RD AVENUE,1.2001E+14,12001001813,1813
1199 NORTHWEST 40 DRIVE,1.2001E+14,12001001702,1702
NORTHWEST 43RD STREET,NA,NA,NA
314 NE WALDO RD,1.2001E+14,12001000500,500
2913 NW 6TH TER,1.2001E+14,12001000302,302
1103 NW 16TH AVENUE GAINESVILLE FL,1.2001E+14,12001000301,301
747 NW 43RD ST,1.2001E+14,12001001603,1603
2071-2121 NE STATE RD 24,NA,NA,NA
1214 SW 1ST AVE,1.2001E+14,12001000200,200
14 NW 17TH ST,1.2001E+14,12001001000,1000
3410 NW 42ND TER GAINESVILLE FLORIDA,1.2001E+14,12001001100,1100
2323 SOUTHWEST 38TH TERRACE,NA,NA,NA
1400 N MAIN STREET,1.2001E+14,12001000301,301
314-398 NE 5TH AVE,1.2001E+14,12001000500,500
1540 NE WALDO RD,1.2001E+14,12001000500,500
1105 NW 3RD AVE,1.2001E+14,12001000200,200
801-899 SW 8TH AVE,1.2001E+14,12001000200,200
2130 NW 52ND PL,1.2001E+14,12001001202,1202
4009 NW 53RD AVE,1.2001E+14,12001001201,1201
4340 NW 27TH TERR,1.2001E+14,12001001202,1202
SW 20TH AVE,NA,NA,NA
1621 NW 9TH ST,1.2001E+14,12001000301,301
4000 SW 40TH BLVD,1.2001E+14,12001001519,1519
5015 NORTHWEST 40 STREET,1.2001E+14,12001001201,1201
3433 NW 1ST CT,1.2001E+14,12001001603,1603
1043 NE 22 AVE,1.2001E+14,12001000400,400
1666 NW 19TH CIRCLE,1.2001E+14,12001001100,1100
200 EAST UNIVERSITY AVE,1.2001E+14,12001000500,500
2500 SW 14TH DR,1.2001E+14,12001000809,809
401 SE 6TH TERRACE,1.2001E+14,12001000500,500
WALDO RD GREENWAY-DEPOT AVENUE RAIL-TRAIL,NA,NA,NA
412 NORTHWEST 46TH STREET,1.2001E+14,12001001604,1604
3119 NW 19TH ST,1.2001E+14,12001001203,1203
506-516 SW 40TH TERRACE,1.2001E+14,12001001604,1604
111 NE 7TH ST,1.2001E+14,12001000500,500
3833-3899 SOUTH MAIN STREET,1.2001E+14,12001000808,808
720 NW 18 TERR,1.2001E+14,12001001000,1000
NE 15TH STREET AND 39TH AVE,1.2001E+14,12001001902,1902
2 W UNIVERSITY AVE,1.2001E+14,12001000500,500
1304 N MAIN ST,1.2001E+14,12001000301,301
718 SOUTHWEST 10TH STREET,1.2001E+14,12001000200,200
2006 NE STATE RD 24,NA,NA,NA
332 NW 8TH ST,1.2001E+14,12001000200,200
305 SW 7 TERRACE,1.2001E+14,12001000200,200
NE 3RD STREET AND NE 2ND AVENUE,1.2001E+14,12001000500,500
301 NW 10TH AVE,1.2001E+14,12001000301,301
SR-121 S,NA,NA,NA
100 SW 2ND AVE,1.2001E+14,12001000500,500
1711 NW 39TH DR,1.2001E+14,12001001702,1702
1433 NORTHEAST 16TH AVENUE,1.2001E+14,12001000500,500
1500 NW 12TH STREET N4,1.2001E+14,12001000301,301
500 SW 6TH PL,1.2001E+14,12001000200,200
710 NW 4TH STREET,1.2001E+14,12001000200,200
1803 NW 7TH ST,1.2001E+14,12001000301,301
516 NW 19TH AVENUE,1.2001E+14,12001000301,301
BURGER KING,NA,NA,NA
2132-2144 NORTHWEST 4TH PLACE,1.2001E+14,12001001000,1000
1999 HOWZE RD,NA,NA,NA
97 E UNIVERSITY AVE,1.2001E+14,12001000500,500
124 SW 23RD ST,1.2001E+14,12001001000,1000
5014 NW 39TH TERRACE,1.2001E+14,12001001201,1201
701–799 NE 4TH ST,1.2001E+14,12001000500,500
2306 SW ARCHER RD,1.2001E+14,12001001514,1514
NORTHWEST 82ND BOULEVARD,NA,NA,NA
34TH STREET AND WILISTON RD,1.20011E+14,12001110800,110800
NE 9TH AVE AND NE 8TH ST,NA,NA,NA
1200-1298 SOUTHEAST 4 STREET,1.2001E+14,12001000700,700
2751-2753 SW 35TH PL,1.2001E+14,12001001517,1517
3100 SW 35TH PLACE,1.2001E+14,12001001515,1515
3632 W 21ST LN,NA,NA,NA
NE BOULEVARD & NE 10TH AVE,NA,NA,NA
121 SW 13TH STREET,1.2001E+14,12001000200,200
3333 SW 42ND ST,1.2001E+14,12001001521,1521
412 E UNIVERSITY AVE,1.2001E+14,12001000500,500
335 SW 7TH PL GAINESVILLE FL,1.2001E+14,12001000200,200
ADDRESS UNAVAILABLE,NA,NA,NA
SE 2ND AVE,NA,NA,NA
7741 NW 21ST DRIVE,1.2001E+14,12001001908,1908
2511 NE 10TH TER,1.2001E+14,12001000400,400
2099 SOUTHEAST 2ND PLACE,1.2001E+14,12001000600,600
4029-4037 NORTHWEST 8TH AVENUE,1.2001E+14,12001002208,2208
WALDO ROAD GREENWAY-DEPOT AVENUE RAIL-TRAIL,NA,NA,NA
1102 NW 10TH AVE,1.2001E+14,12001000301,301
2831 NW 4TH LN,1.2001E+14,12001001000,1000
NORTH OF 530 NE WALDO RD,1.2001E+14,12001000500,500
S MAIN STREET NEAR SW 1ST STREET,NA,NA,NA
413 NW 35TH TERR,1.2001E+14,12001001603,1603
600-610 NW 35TH ST,1.2001E+14,12001001603,1603
1500 NW 2ND ST,1.2001E+14,12001000301,301
636 NW 26TH AVE,1.2001E+14,12001000302,302
616 NE 7TH STREET,1.2001E+14,12001000500,500
